,t,x,y,z,regime,prob
9083,90.83,-15.481509942886124,-19.028024203375207,62.89332730309428,1.0,1.4668168120624574e-271
9084,90.84,-15.836161368935032,-17.9978907408695,64.94771123247818,1.0,3.059695472240092e-265
9085,90.85000000000001,-16.05233430612848,-16.86606363767837,66.89082357132519,1.0,1.6858055894532233e-253
9086,90.86,-16.133707239283467,-15.17510381027243,68.59853952203764,1.0,2.3461198908167417e-239
9087,90.87,-16.037846896382362,-13.064108155859541,69.97621128456785,1.0,5.796862774653093e-217
9088,90.88,-15.74047302233008,-11.18778506506958,71.03435625587267,1.0,9.820978946763293e-190
9089,90.89,-15.28520422660403,-8.918086805438561,71.68299446908436,1.0,7.221619362041925e-166
9090,90.9,-14.648492484487484,-6.672321141931354,71.92309603503891,1.0,6.483905302395563e-140
9091,90.91,-13.85087535023187,-4.615020423289543,71.79131298330577,1.0,1.9718864751845342e-116
9092,90.92,-12.927289857537637,-2.666077234230156,71.3173890037042,1.0,1.7869308339522371e-96
9093,90.93,-11.90116859520689,-0.8195314996211525,70.53982417561527,1.0,1.4320314563264554e-79
9094,90.94,-10.793004885648317,0.6047223893277349,69.57326544784651,1.0,1.0370893558288716e-65
9095,90.95,-9.653232158150711,1.9189758019006444,68.43498551146646,1.0,1.1769829503692114e-54
9096,90.96000000000001,-8.496011362145575,2.9798480526498965,67.20458222887297,1.0,5.639119259552796e-46
9097,90.97,-7.348425420666028,3.7000967788246717,65.96920517381902,1.0,4.1266159217739546e-39
9098,90.98,-6.243573200716958,4.214011321090526,64.75059985937388,1.0,2.6478494079130692e-33
9099,90.99,-5.19781474853621,4.593940121855075,63.56044434020496,1.0,1.5082743878202244e-28
9100,91.0,-4.218639261497081,4.9939428731295425,62.34608681710866,1.0,8.347096487977442e-25
9101,91.01,-3.297381048034419,5.1846181283832875,61.23653513325129,1.0,1.8212238866597148e-22
9102,91.02,-2.449181130392648,5.242672883250956,60.22992803384775,1.0,2.6588746913658925e-20
9103,91.03,-1.6799957290282876,5.251397556685873,59.28817555302064,1.0,1.8998616158447633e-18
9104,91.04,-0.9868564004568715,5.225281907187339,58.411284849181556,1.0,4.1533261297587496e-17
9105,91.05,-0.36564256969245046,5.174657629204118,57.60855765398841,1.0,3.468068792878946e-16
9106,91.06,0.18838745019720637,5.118064702570002,56.87822622329953,1.0,1.360512159995853e-15
9107,91.07000000000001,0.681355175434486,5.070915760857472,56.19818484277516,1.0,2.6878157548038737e-15
9108,91.08,1.1203112339767847,5.031778124352126,55.531269709716405,1.0,2.830748051070045e-15
9109,91.09,1.5114579230143188,5.016142889214457,54.9234461544835,1.0,1.906466468399498e-15
9110,91.10000000000001,1.8619264196343326,5.03547879545939,54.37513258558517,1.0,7.97010412081439e-16
9111,91.11,2.1792816572168383,5.08918351142874,53.871183021077634,1.0,2.0122275541895443e-16
9112,91.12,2.4702718426380286,5.167376650995643,53.3933045660862,1.0,3.240583871960909e-17
9113,91.13,2.73998232347379,5.218365520287387,52.88503132623574,1.0,3.756689399447374e-18
9114,91.14,2.9878206431551497,5.322591160945748,52.43349678811414,1.0,5.427464788042366e-19
9115,91.15,3.2212976949342096,5.346973716544486,51.91504143525708,1.0,4.375480603672956e-20
9116,91.16,3.4338652970952372,5.55212235031204,51.55464056158273,1.0,7.916344345985546e-21
9117,91.17,3.6456910024169176,5.715457097237357,51.16851309525033,1.0,2.0566402198397865e-22
9118,91.18,3.8526676118989616,5.9400936679137555,50.83626490405157,1.0,7.289173869845517e-24
9119,91.19,4.061410217500441,6.211535234726207,50.54738190583776,1.0,1.1262492948857096e-25
9120,91.2,4.276422719223017,6.475919529292263,50.26729985342009,1.0,7.975313557571152e-28
9121,91.21000000000001,4.496372400229942,6.792859100105938,50.03552478366627,1.0,4.6393954235740505e-30
9122,91.22,4.726021070217541,7.069179860369393,49.798386745074936,1.0,1.0049568134049201e-32
9123,91.23,4.960336949232726,7.343542515159483,49.58043966468855,1.0,2.6236984142341506e-35
9124,91.24,5.198657505825402,7.654632221910006,49.404689856153226,1.0,5.19930193221897e-38
9125,91.25,5.444254977433863,7.993216924987834,49.26883726764513,1.0,4.347360577330595e-41
9126,91.26,5.69915117218926,8.381930471952344,49.186825818807336,1.0,1.5927999946661062e-44
9127,91.27,5.9674291021655685,8.800341762945276,49.15279075937874,1.0,1.6005450838744987e-48
9128,91.28,6.250720368243539,9.331137612470407,49.20774247709864,1.0,5.281925272917628e-53
9129,91.29,6.558762092666226,9.790421103517668,49.28002190285064,1.0,1.0963325638363724e-58
9130,91.3,6.88192799375137,10.25483790364641,49.40404982992024,1.0,3.252985250026444e-64
9131,91.31,7.219218984740874,10.709354847479302,49.578903674405026,1.0,3.827910139057424e-70
9132,91.32000000000001,7.568232571014717,11.18996271907293,49.822390308284454,1.0,2.3946134181011435e-76
9133,91.33,7.930405585820539,11.850830038593578,50.19483117255968,1.0,3.689438468196408e-83
9134,91.34,8.322448031097844,12.199077505986313,50.54486029543779,1.0,3.2831626458128114e-92
9135,91.35000000000001,8.710110978586691,12.689921870381857,51.009750468682,1.0,1.2935006284522607e-98
9136,91.36,9.108092067766208,13.259836716697764,51.581658334844356,1.0,8.682096989314201e-107
9137,91.37,9.523266532659363,13.68512319108402,52.205974379735025,1.0,2.7298054830817233e-116
9138,91.38,9.93945219850183,14.16679246862546,52.93570240323071,1.0,1.2592062155342413e-124
9139,91.39,10.362186225514192,14.359872820093045,53.686865181658106,1.0,5.702914747168689e-134
9140,91.4,10.761954884972077,14.511463205851216,54.50407716393887,1.0,4.334114988050091e-140
9141,91.41,11.13690571705999,14.764863329992698,55.417793189949734,1.0,1.1714210351296701e-145
9142,91.42,11.499701478353261,14.70101700834067,56.33545057786154,1.0,1.909522984304688e-152
